,age,number_of_time_30_59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_times_90_days_late,number_real_estate_loans_or_lines,number_of_time_60_89_days_past_due_not_worse,number_of_dependents,monthly_income_max,revolving_utilization_of_unsecured_lines_impute,debt_ratio_impute,serious_dlqin_2yrs
93906,8,0,1,8,0,1,0,1,10,1,1,0
31372,3,0,5,5,0,3,0,1,7,7,4,0
5358,5,0,5,2,0,2,0,1,4,4,4,0
136295,3,0,1,8,0,2,0,0,10,1,1,0
27916,4,0,7,0,0,1,0,0,1,1,0,0
101016,6,0,1,8,0,1,0,1,10,0,1,0
81931,10,0,0,2,0,0,0,0,4,0,0,0
98825,2,0,1,3,0,0,0,0,5,6,1,0
7373,0,0,1,5,0,0,0,0,7,1,1,0
57152,6,0,1,8,0,2,0,2,10,1,1,0
142913,0,0,6,0,0,0,0,0,0,0,0,0
27377,2,1,4,7,0,3,0,0,9,7,3,0
143998,6,0,1,8,0,2,0,0,10,0,1,0
65299,3,0,2,8,0,2,0,2,10,3,1,0
122902,6,0,1,7,0,1,0,0,9,0,1,0
31615,10,0,6,0,0,0,0,0,0,1,0,0
48799,1,0,7,0,0,1,0,0,1,1,0,0
4697,10,0,6,0,0,0,0,0,1,0,0,0
135657,9,0,0,1,0,0,0,0,2,0,0,0
68657,4,1,5,7,0,3,0,2,9,5,4,1
140751,3,0,7,0,0,1,0,0,2,1,0,0
100925,0,0,1,0,0,0,0,0,2,7,1,0
146661,6,0,4,8,0,3,0,0,10,1,3,0
40435,2,0,1,3,0,1,0,2,5,0,1,0
15208,9,0,7,0,0,2,0,0,3,0,0,0
119405,4,0,7,0,0,3,0,0,7,7,0,0
100379,10,0,5,7,0,0,0,0,9,6,4,0
54873,7,0,7,0,0,1,0,0,3,1,0,0
54029,4,1,7,0,0,0,0,0,2,6,0,0
111273,0,0,1,3,0,0,0,0,5,1,1,0
146400,3,0,1,7,0,1,0,2,9,1,1,0
101026,2,0,5,2,0,2,0,3,4,6,1,0
8830,8,0,5,1,0,0,0,0,3,1,4,0
149912,9,0,6,0,0,0,0,0,0,1,0,0
96707,6,0,0,0,0,0,0,1,1,7,0,0
76468,3,0,3,4,0,1,0,3,6,3,2,0
99968,4,2,2,5,1,2,0,1,7,1,1,1
88291,9,1,7,0,0,2,0,1,4,7,0,1
27553,2,0,7,0,0,2,0,0,2,1,0,0
28284,10,0,1,3,0,1,0,0,5,1,1,0
122966,10,0,6,0,0,0,0,0,0,7,0,0
67303,0,0,0,1,0,0,0,0,2,0,0,0
76082,6,0,4,5,0,2,0,2,7,1,3,0
132176,0,0,1,3,0,0,0,0,5,6,1,0
81284,6,0,6,0,0,0,0,3,1,7,0,0
97759,4,0,1,6,0,0,0,0,8,6,1,0
4354,4,0,1,8,0,1,0,0,10,1,1,0
52459,9,0,1,1,0,0,0,0,2,3,1,0
118028,4,1,6,0,0,3,0,2,2,4,1,0
102541,1,0,4,5,0,1,0,1,7,1,3,0
95268,4,2,5,3,0,1,0,0,5,1,4,0
70714,6,0,7,0,0,1,0,0,3,1,0,0
103230,1,0,1,8,0,1,0,2,10,1,1,0
79382,4,0,0,8,0,0,0,0,10,1,0,0
46385,4,0,3,6,0,2,0,2,8,1,2,0
83414,5,0,5,7,0,3,0,3,9,6,4,0
140318,0,0,1,4,0,0,0,1,6,1,1,0
10499,1,0,1,5,0,0,1,0,7,7,1,0
20409,0,0,1,4,0,1,0,1,5,7,1,0
87465,1,0,1,2,0,0,1,0,4,7,1,1
127116,7,2,1,5,0,0,0,0,7,5,1,0
45159,10,0,6,0,0,0,0,0,0,1,0,0
104101,3,0,1,8,0,1,1,2,10,7,1,1
134509,2,0,1,5,0,0,0,0,7,3,1,0
102044,4,1,1,5,0,0,0,1,7,6,1,0
1534,3,0,6,0,0,1,0,2,1,1,1,0
141758,3,0,1,4,0,0,0,0,6,5,1,0
111103,1,0,1,2,0,0,0,0,3,7,1,0
87512,10,0,1,5,0,0,0,0,7,1,1,0
112268,6,1,5,2,0,2,0,0,4,2,4,0
2239,1,1,1,5,0,0,0,0,7,1,1,0
40624,3,0,6,0,0,0,0,0,1,3,0,0
86255,0,0,1,5,0,0,0,0,7,1,1,0
137602,1,0,6,0,0,0,0,0,0,1,0,0
113650,6,0,1,7,0,2,0,0,9,7,1,0
46588,0,0,0,2,0,0,0,2,4,1,0,0
108773,10,0,1,2,0,1,0,0,4,1,1,0
80766,3,0,2,7,0,3,0,1,9,7,1,0
116242,2,2,6,0,1,0,0,0,1,1,0,0
99221,2,1,7,0,0,1,0,0,2,2,0,0
135446,0,0,1,5,0,0,0,0,7,3,1,0
3624,2,0,1,8,0,1,0,0,10,1,1,0
94330,4,0,5,2,0,3,0,0,4,1,1,0
70768,2,0,1,8,0,1,0,3,10,2,1,0
127128,8,0,1,0,0,0,0,0,2,6,1,0
143982,6,0,5,8,0,3,0,1,10,1,4,0
24920,4,1,4,4,0,2,0,3,6,0,3,0
22347,8,0,5,0,0,1,0,0,1,0,1,0
124917,7,0,1,6,0,1,0,2,8,0,1,0
76870,1,1,1,2,1,0,0,1,3,3,1,1
130790,9,0,0,5,0,0,0,0,7,1,0,0
125193,8,0,5,6,0,3,0,2,8,1,4,0
98126,4,0,3,4,0,1,0,0,6,2,2,0
109532,3,0,4,5,0,1,0,2,7,1,3,0
109806,4,0,6,0,0,0,0,0,0,3,0,0
22499,6,0,2,7,0,3,0,1,9,1,1,0
89008,8,0,1,8,0,1,0,0,10,0,1,0
49585,0,0,1,2,0,0,0,0,4,5,1,0
63576,7,0,1,5,0,1,0,1,7,1,1,0
108442,6,0,4,1,0,2,0,0,3,1,3,0
49156,4,0,3,4,0,1,1,2,6,7,2,0
117129,5,0,1,5,0,2,0,2,7,1,1,0
95919,6,0,3,7,0,2,0,2,9,1,2,0
101433,7,0,4,1,0,1,0,0,2,1,3,0
114065,7,0,2,4,0,1,0,1,6,1,1,0
79791,0,0,4,0,0,0,0,0,1,7,3,0
75501,5,0,1,5,0,2,0,0,7,0,1,0
91499,8,0,1,5,0,1,0,1,7,0,1,0
109981,5,0,3,5,0,2,0,0,7,1,2,0
34821,5,0,3,8,0,3,0,2,10,1,2,0
128080,7,2,4,5,0,1,1,0,7,1,3,0
76473,8,0,6,0,0,0,0,0,0,1,0,0
16645,7,0,1,8,0,1,0,0,10,5,1,0
139541,3,0,3,7,0,2,0,2,9,7,2,1
39201,1,0,5,7,0,1,0,2,9,3,4,0
86473,3,2,3,7,1,3,1,0,9,7,2,0
98517,1,0,2,5,0,2,0,3,7,1,1,0
21241,5,0,1,7,0,2,0,0,9,1,1,0
79180,9,1,5,3,0,1,0,1,5,5,4,0
133477,3,0,2,8,0,3,0,2,10,2,1,0
81369,6,0,2,5,0,1,0,0,7,0,1,0
37029,4,0,4,4,0,2,0,2,6,0,3,0
31561,6,2,6,0,1,0,1,3,1,1,0,0
92098,3,0,7,0,0,1,0,0,4,2,0,0
96698,7,0,1,7,0,1,0,1,9,1,1,0
69317,1,1,6,0,0,0,0,0,1,2,0,0
101575,7,0,1,1,0,0,0,1,2,1,1,0
100574,9,0,5,8,0,3,0,0,10,1,4,0
103073,4,0,1,1,0,0,0,0,2,1,1,0
144497,9,0,5,2,0,1,0,0,4,0,1,0
149513,4,2,5,0,0,1,0,0,2,7,1,0
120435,6,0,7,0,0,1,0,0,2,1,0,0
107728,8,0,2,5,0,2,0,0,7,1,1,0
90644,5,0,1,8,0,1,0,1,10,0,1,0
140835,10,0,2,2,0,2,0,0,4,1,1,0
130466,2,1,2,5,0,2,0,2,7,7,1,1
90714,9,1,5,2,0,2,0,0,4,7,1,0
104041,9,0,6,0,0,0,0,0,0,1,0,0
66547,0,0,6,0,0,0,0,0,1,1,0,0
78397,4,0,4,4,0,2,0,1,5,5,3,0
62304,2,0,1,8,0,2,0,0,10,1,1,0
35568,4,0,1,7,0,0,0,0,9,4,1,0
5315,0,0,5,0,1,0,0,0,1,7,1,1
51300,2,0,1,8,0,3,0,1,10,1,1,0
82821,6,0,2,2,0,1,0,0,4,1,1,0
146132,4,0,1,7,0,2,0,2,9,1,1,0
53217,3,2,1,2,0,0,0,0,4,1,1,0
5776,4,0,3,8,0,2,0,2,10,0,2,0
235,8,0,7,0,0,1,0,0,5,0,0,0
120726,10,0,6,0,0,0,0,0,0,0,0,0
141643,5,0,1,5,0,1,0,0,7,2,1,0
116258,1,0,7,0,0,1,0,0,2,2,0,0
99901,0,0,1,8,0,1,0,0,10,1,1,0
24282,6,0,2,5,0,2,0,0,7,1,1,0
37968,7,0,3,8,0,3,0,0,10,3,2,0
75605,4,0,1,5,0,1,0,0,7,1,1,0
23745,9,0,1,7,0,2,0,0,9,1,1,0
18233,6,0,2,6,0,1,0,0,8,1,1,0
8012,5,0,0,6,0,0,0,2,8,3,1,0
95885,2,0,1,5,0,1,0,2,7,5,1,0
64370,9,0,1,2,0,0,0,0,4,1,1,0
102344,6,0,7,0,0,3,0,2,4,6,0,0
53589,10,0,1,5,0,1,0,1,7,1,1,0
100084,7,2,3,8,0,2,0,1,10,5,2,0
63451,4,0,1,7,0,1,0,2,9,0,1,0
95452,8,0,1,7,0,1,0,0,9,4,1,0
71313,2,1,1,2,0,0,0,0,4,0,1,0
40478,9,0,3,7,0,1,0,0,9,1,2,0
68291,6,0,2,6,0,1,0,2,8,1,1,0
21028,2,0,1,6,0,0,0,1,8,1,1,0
42899,3,0,2,5,0,1,0,1,7,7,1,0
90581,2,1,5,4,0,2,1,3,6,5,4,0
69600,4,0,4,5,0,3,0,2,7,1,3,0
42581,9,0,6,0,0,0,0,0,0,0,0,0
90286,4,0,1,7,0,0,0,1,9,1,1,0
13395,1,2,1,1,0,0,1,1,3,4,1,0
44248,10,0,6,0,0,0,0,0,0,1,0,0
110581,4,0,5,1,0,2,0,0,3,1,1,0
47843,2,0,1,2,0,0,0,0,3,0,1,0
136939,6,0,3,8,0,3,0,2,10,2,2,0
118492,1,0,1,5,1,0,0,2,7,1,1,0
49112,7,0,0,8,0,0,0,0,10,1,0,0
122435,9,0,5,5,0,2,0,0,7,0,4,0
88196,8,0,1,8,0,1,0,0,10,1,1,0
61737,10,0,6,0,0,0,0,0,0,1,0,0
95822,8,0,5,5,0,1,0,1,7,6,4,0
110974,4,2,4,7,1,1,1,1,9,1,3,1
38219,2,0,1,8,0,2,0,3,10,1,1,0
110023,10,0,6,0,0,0,0,0,0,1,0,0
79164,6,0,5,5,0,1,0,1,7,3,4,0
16052,4,0,6,0,0,0,1,0,1,2,0,0
132123,7,0,2,8,0,3,0,1,10,3,1,0
51756,6,1,2,8,0,2,0,1,10,7,1,1
27777,3,0,3,5,0,1,0,2,7,5,2,0
80659,7,0,7,0,0,1,0,0,3,3,0,0
93388,7,0,3,2,0,0,0,1,4,1,2,0
41566,2,0,5,3,0,2,0,3,5,1,4,0
25380,10,0,2,1,0,1,0,0,2,2,1,0
82417,4,0,1,4,0,2,0,0,6,1,1,0
26899,4,0,2,8,0,1,0,3,10,1,1,0
137626,3,0,1,3,0,1,0,1,5,0,1,0
77284,8,0,1,5,0,1,0,0,7,1,1,0
38434,4,0,0,4,0,0,0,3,6,3,1,0
52579,2,0,6,0,0,0,0,0,1,1,0,0
29922,2,0,1,7,0,2,0,3,9,5,1,0
140364,1,0,4,4,0,2,0,0,5,2,3,0
27256,8,1,1,7,0,1,0,2,9,1,1,0
109715,0,0,6,0,0,0,0,0,0,7,0,0
109811,2,0,7,0,0,2,0,0,2,0,0,0
111526,9,0,6,0,0,0,0,0,0,1,0,0
8162,0,0,6,0,0,0,0,0,0,1,0,0
79583,3,0,3,5,0,3,0,2,7,4,2,0
149607,6,0,1,3,0,0,0,2,5,1,1,0
34152,6,0,1,4,0,0,0,1,6,3,1,0
40548,9,0,1,8,0,0,0,1,10,1,1,0
118434,4,0,1,5,0,1,0,2,7,1,1,0
133482,6,0,7,0,0,1,0,0,2,1,0,0
96605,6,0,7,0,0,1,0,0,3,1,0,0
4165,10,0,0,3,0,0,0,0,5,1,0,0
70342,4,0,2,5,0,2,0,0,7,2,1,0
139571,7,0,0,0,0,0,0,0,0,0,0,0
12268,0,1,6,0,1,0,0,0,1,6,0,1
112071,5,0,1,7,0,2,0,0,9,2,1,0
138522,2,1,5,3,0,1,0,3,5,7,4,0
62357,2,0,4,5,0,2,0,2,7,7,3,1
113153,10,0,7,0,0,0,0,0,4,6,0,0
77594,0,0,1,3,0,0,0,0,5,5,1,0
36113,2,2,1,5,1,0,0,2,7,7,1,1
23089,3,1,7,0,0,1,0,0,8,2,0,1
95626,1,1,7,0,0,1,0,1,3,0,0,0
68668,10,0,1,0,0,0,0,0,1,7,1,0
89482,9,0,6,0,0,0,0,0,0,1,0,0
21868,0,0,5,0,0,0,0,0,1,7,4,0
38399,5,0,3,8,0,2,0,1,10,4,2,0
104421,7,0,7,0,0,1,0,0,2,0,0,0
109016,8,0,3,5,0,0,0,0,7,1,2,0
111691,10,0,1,5,0,0,0,0,7,1,1,0
8533,8,0,1,4,0,1,1,0,6,0,1,0
117998,4,0,3,8,0,2,0,1,10,4,2,0
113817,1,0,1,8,0,2,0,3,10,1,1,0
82607,6,0,7,0,0,1,0,0,2,1,0,0
120090,4,0,0,0,0,0,0,0,0,0,0,0
134700,4,0,1,7,0,2,0,0,9,0,1,0
36791,0,2,4,2,0,1,0,0,4,7,3,1
77810,6,0,4,3,0,1,0,0,5,1,3,0
97928,4,0,5,6,1,1,0,0,8,6,4,0
8691,0,0,6,0,0,0,0,0,1,1,0,0
142360,2,1,1,1,0,0,0,3,2,7,1,0
91804,3,0,3,1,0,0,0,3,2,6,2,0
66633,7,0,2,5,1,0,0,0,7,7,1,0
15395,0,0,1,8,0,1,0,0,10,0,1,0
115208,2,0,2,7,0,2,0,2,9,1,1,0
136182,6,2,1,8,0,2,0,0,10,3,1,0
117900,4,0,1,5,0,0,0,2,7,0,1,0
85751,10,0,0,0,0,0,0,0,0,0,0,0
130634,4,0,1,1,0,0,1,0,3,6,1,0
103478,6,0,7,0,0,3,0,0,5,1,0,0
118177,7,0,1,5,0,2,0,0,7,2,1,0
11153,2,0,5,0,0,0,0,0,0,7,0,0
26783,3,0,1,8,0,1,0,1,10,4,1,0
26071,0,0,0,0,0,0,0,0,1,1,0,0
7942,5,0,0,7,0,0,0,3,9,1,1,0
53384,0,0,0,0,0,0,0,0,0,0,0,0
70908,3,0,1,6,0,0,0,3,8,1,1,0
34473,9,1,1,8,0,2,0,2,10,0,1,0
64738,6,0,1,5,0,1,0,0,7,0,1,0
83385,4,0,1,8,0,0,0,1,10,2,1,0
103571,4,0,4,5,0,1,1,0,7,7,3,0
40827,3,0,1,8,0,1,0,2,10,1,1,0
149845,3,0,3,4,0,0,0,1,6,1,2,0
125267,8,0,1,4,0,0,1,3,6,7,1,0
36516,10,0,1,2,0,1,0,0,3,1,1,0
57283,10,0,1,8,0,1,0,0,10,1,1,0
70420,0,0,6,0,0,0,0,0,1,3,0,0
134280,7,0,3,7,0,1,0,0,9,1,2,0
73542,9,0,0,7,0,0,0,2,9,0,1,0
104256,2,0,1,7,0,0,0,3,9,4,1,0
143276,9,0,6,0,0,0,0,0,1,0,0,0
65237,2,1,0,6,0,0,0,2,8,7,1,0
59361,9,0,6,0,0,1,0,0,1,1,0,0
132687,1,1,1,5,0,0,0,1,7,1,1,0
58408,7,0,1,4,0,0,0,0,6,1,1,0
35906,2,0,1,5,0,0,0,2,7,1,1,0
77577,5,0,6,4,0,3,0,0,6,1,1,0
21567,6,0,1,4,0,0,0,0,6,0,1,0
26025,6,0,3,5,1,1,0,0,7,3,3,0
126366,3,0,4,7,0,1,1,0,9,1,3,0
17759,9,1,7,0,0,2,0,0,4,1,0,0
23160,6,0,6,0,0,0,0,0,0,1,0,0
74045,8,0,2,4,0,1,0,1,6,1,1,0
37272,2,0,1,8,0,3,0,3,10,6,1,0
46627,4,0,3,5,0,2,1,3,7,0,2,1
99647,3,0,3,4,0,1,0,2,5,1,2,0
19368,10,0,0,5,0,0,0,0,7,1,1,0
85616,4,0,0,8,0,1,0,1,10,1,1,0
63034,2,0,6,0,1,0,0,0,0,7,0,0
95882,6,0,1,7,0,1,0,0,9,1,1,0
53560,10,0,0,8,0,0,0,0,10,1,0,0
78425,4,0,7,0,0,1,1,0,3,7,0,0
86840,6,0,4,4,0,1,0,0,5,1,3,0
70012,5,0,1,3,0,0,0,0,5,5,1,0
93280,4,0,5,5,0,1,0,1,7,3,4,0
126477,9,0,3,5,0,1,0,0,7,1,2,0
79591,10,0,0,2,0,0,0,0,4,1,0,0
50216,8,0,6,8,0,3,0,1,10,3,1,0
51022,5,1,5,4,0,2,0,1,5,1,4,0
5251,7,0,7,0,0,2,0,0,2,1,0,0
149479,1,0,1,7,0,1,0,0,9,3,1,0
70303,7,2,4,5,0,3,0,0,7,1,3,0
60766,9,0,1,8,0,2,0,0,10,1,1,0
138812,4,0,3,8,0,3,0,2,10,3,2,0
142725,0,0,2,4,0,2,0,0,5,1,1,0
54847,2,0,1,4,0,0,0,0,6,1,1,0
25845,9,0,5,5,0,3,0,0,7,1,4,0
95802,9,0,6,0,0,0,0,0,0,0,0,0
70662,0,0,1,0,0,0,0,0,2,5,1,0
79481,2,0,3,5,0,2,0,2,7,7,2,0
14343,8,0,1,5,1,1,0,0,7,1,1,0
8081,7,1,7,0,0,2,0,0,5,1,0,0
31748,8,0,1,5,0,0,0,0,7,5,1,0
11203,0,0,4,4,0,2,0,1,6,2,3,0
16751,4,2,5,5,0,1,0,3,7,5,4,0
75917,9,0,7,0,0,1,0,0,1,1,0,0
35943,9,0,1,3,0,0,0,1,5,1,1,0
97399,4,0,5,3,0,2,0,1,5,6,1,0
38183,4,0,5,5,0,2,0,3,7,4,4,0
44251,2,0,1,5,0,2,0,2,7,2,1,0
82390,8,0,1,5,0,1,0,0,7,0,1,0
3513,8,1,4,8,0,2,0,1,10,3,3,0
50768,9,0,1,8,0,1,0,0,10,1,1,0
20398,8,0,7,0,0,2,0,0,3,1,0,0
45884,3,2,1,4,0,0,0,3,5,7,1,0
19620,1,0,1,7,0,1,0,1,9,5,1,0
118790,9,0,4,7,0,3,0,0,9,2,3,0
13055,9,0,1,5,0,0,0,1,7,1,1,0
28557,7,0,2,7,0,1,0,0,9,2,1,0
30365,4,0,3,8,1,2,1,2,10,1,2,1
77016,0,0,1,5,0,2,1,2,7,5,1,0
5494,4,1,4,1,1,0,1,1,3,6,3,0
24407,5,0,1,7,0,2,0,2,9,1,1,0
134717,9,0,5,7,0,3,0,0,9,0,4,0
100385,1,0,1,7,0,2,0,2,9,1,1,0
96807,9,0,0,2,0,0,0,0,3,0,0,0
97648,1,0,3,4,0,1,0,1,5,1,2,0
96777,5,2,7,0,1,1,1,0,5,6,0,1
127490,8,0,1,7,0,1,0,1,9,4,1,0
84358,0,0,5,1,0,1,0,0,2,2,4,0
121884,8,0,3,1,0,1,0,3,3,1,2,0
818,4,0,1,5,1,0,0,2,7,7,1,0
119182,1,0,1,5,0,0,0,0,7,1,1,0
24570,6,0,2,1,0,1,0,0,3,1,1,0
3949,0,0,4,2,0,0,0,0,4,7,3,1
53762,7,0,5,2,0,1,0,0,4,4,1,0
122870,0,0,4,4,0,1,0,1,6,4,3,0
15737,5,1,7,0,0,3,0,0,9,6,0,1
88517,3,0,4,2,0,1,0,0,4,1,3,0
63489,0,0,1,3,0,0,0,2,5,7,1,0
26070,3,0,4,7,0,3,0,0,9,1,3,0
852,4,0,7,0,0,1,0,0,2,3,0,0
137832,4,0,2,5,1,1,0,1,7,5,1,0
109969,0,1,5,1,0,1,0,0,2,1,4,0
101722,5,0,7,0,0,1,0,0,2,0,0,0
12703,2,0,3,2,0,0,0,0,4,7,2,0
22204,7,0,1,5,0,3,0,0,7,1,1,0
54813,8,0,6,0,0,0,0,0,1,0,0,0
2754,8,0,1,7,0,0,0,0,9,1,1,0
1037,10,0,3,8,0,2,0,0,10,1,2,0
9661,4,0,1,8,0,1,0,2,10,1,1,0
28434,6,0,0,5,0,0,0,0,7,1,0,0
124660,3,1,3,2,0,2,0,2,4,0,2,0
79805,6,0,1,5,0,0,0,1,7,4,1,0
116285,10,0,6,0,0,0,0,0,0,1,0,0
141413,7,0,6,0,0,1,0,1,1,4,0,0
81827,2,0,1,4,0,0,0,0,6,1,1,0
88838,9,0,1,1,0,0,0,0,3,4,1,0
131920,9,0,4,2,0,1,0,0,3,2,3,0
141882,0,0,1,5,0,0,0,2,7,6,1,0
107803,2,0,6,0,0,0,0,0,0,1,0,0
148522,7,0,3,2,0,0,0,0,4,4,2,0
4146,8,0,6,0,0,0,0,0,0,1,0,0
20763,6,0,7,0,0,1,0,3,3,3,0,0
3553,6,0,7,0,0,3,0,0,3,0,0,0
133883,7,0,1,4,0,0,0,0,5,6,1,0
40652,8,0,6,0,0,0,0,0,0,1,0,0
66415,5,0,7,0,0,1,0,0,2,0,0,0
3348,8,0,6,0,0,0,0,0,0,1,0,0
121612,2,0,1,8,0,1,0,3,10,1,1,1
123176,2,0,1,5,0,0,0,3,7,3,1,0
103006,3,0,3,4,0,1,0,3,5,1,2,0
4100,9,0,1,2,0,1,0,1,4,1,1,0
64841,4,0,4,5,0,1,0,2,7,6,3,0
55415,8,2,1,7,0,1,0,1,9,6,1,0
18642,8,0,7,0,1,2,0,0,2,1,0,0
14502,8,0,1,8,0,2,0,0,10,3,1,0
149764,9,0,2,8,0,2,0,1,10,5,1,0
75567,9,0,1,8,0,1,0,0,10,3,1,0
111753,3,0,6,0,0,0,0,2,1,2,0,0
45170,0,0,1,3,0,0,0,0,5,7,1,0
4134,9,0,7,0,0,1,0,1,5,6,0,0
17388,4,0,1,4,0,0,0,3,6,3,1,0
23753,0,0,1,4,0,0,0,1,5,1,1,0
53128,2,0,4,5,0,2,0,1,7,1,3,0
80432,0,0,5,3,0,1,0,0,5,0,4,1
124985,4,0,5,8,0,3,0,2,10,6,4,0
23398,0,0,1,5,0,0,0,0,7,4,1,0
3177,3,0,1,4,0,0,0,0,6,5,1,0
4905,1,0,1,5,0,0,0,0,7,1,1,0
11042,8,0,7,0,0,2,0,0,4,5,0,0
59062,8,0,3,4,0,2,0,1,5,5,2,0
116475,8,0,3,5,0,3,0,0,7,5,2,0
68444,1,0,7,0,0,1,0,0,6,5,0,0
94211,0,0,6,0,0,0,0,0,0,1,0,0
58527,4,0,7,0,0,2,0,0,4,7,0,1
78673,4,0,1,3,0,0,0,0,5,1,1,0
27920,4,1,1,8,0,0,0,2,10,6,1,0
140332,5,2,5,4,1,1,1,1,5,7,4,1
2251,4,0,7,0,0,2,0,0,6,4,0,0
84665,10,0,6,0,0,0,0,1,0,0,0,0
102493,6,0,0,3,0,0,0,0,5,0,0,0
95073,3,0,1,5,0,1,0,0,7,1,1,0
72146,4,0,2,7,0,2,0,0,9,3,1,0
27935,8,0,4,8,0,1,0,1,10,5,3,0
70660,10,0,0,7,0,0,0,0,9,1,0,0
21034,2,0,3,1,0,1,0,0,2,0,2,0
42171,1,0,2,4,0,1,0,2,5,0,1,0
24846,3,0,1,8,0,1,0,2,10,1,1,0
56744,3,0,1,2,0,1,0,0,4,1,1,0
112380,2,0,1,8,0,0,0,1,10,1,1,0
108805,3,1,5,4,1,2,0,1,5,6,1,1
94115,8,0,4,3,0,2,0,0,5,1,3,0
130221,10,0,1,5,0,1,0,0,7,0,1,0
146802,10,0,0,8,0,0,0,0,10,1,0,0
66894,0,0,7,0,0,1,0,0,2,0,0,0
135656,4,0,3,5,0,2,0,2,7,7,2,1
63305,10,0,6,0,0,0,0,0,0,1,0,0
90430,5,0,7,0,0,1,0,0,2,1,0,0
97402,3,0,6,0,0,0,0,0,1,1,0,0
77845,4,0,2,8,0,2,0,3,10,2,1,0
66195,1,0,5,5,0,2,0,0,7,3,4,0
57552,0,0,7,0,0,1,0,0,2,1,0,0
47073,2,0,1,8,0,3,0,2,10,0,1,0
26894,7,1,5,0,0,0,0,0,2,1,4,0
138548,4,0,4,1,0,0,0,2,3,7,3,0
23464,2,0,4,4,0,1,0,1,5,3,3,0
113219,6,0,1,4,0,1,0,0,5,1,1,0
47141,9,0,1,3,0,1,0,0,5,1,1,0
127773,7,0,2,8,0,3,0,0,10,1,1,0
64315,4,2,3,6,0,2,0,2,8,3,2,0
143348,3,0,1,8,0,0,1,3,10,5,1,0
86404,0,1,6,0,0,0,0,0,0,1,0,0
110925,5,0,2,7,0,2,0,0,9,1,1,0
143921,8,0,4,6,0,2,0,0,8,7,3,0
47839,0,0,0,0,0,0,0,0,2,2,0,0
142231,3,0,1,5,0,2,0,0,7,1,1,0
139735,8,0,1,5,0,1,0,0,7,1,1,0
36695,10,0,0,3,0,0,0,0,5,0,0,0
58413,6,0,6,0,0,2,0,0,1,1,0,0
90965,5,0,0,5,0,0,0,0,7,0,0,0
11676,0,0,1,5,0,1,0,0,7,1,1,0
121294,2,0,7,0,0,2,0,0,4,5,0,0
29527,6,0,7,0,0,1,0,3,3,0,0,0
87368,4,0,4,8,0,3,0,3,10,1,3,0
51342,3,0,1,2,0,0,0,2,4,0,1,0
74885,10,0,0,3,0,0,0,0,5,0,0,0
92039,0,0,7,0,0,1,0,0,4,1,0,0
114249,2,0,1,7,0,0,0,3,9,4,1,0
94327,8,0,3,6,0,1,0,1,9,5,2,0
19303,1,0,6,0,1,0,1,0,1,1,0,0
60533,0,0,5,2,0,2,0,0,4,1,1,0
85439,6,0,2,8,0,2,0,3,10,5,1,0
70351,1,0,4,2,0,1,0,1,4,1,3,0
67604,0,0,1,5,0,1,0,0,7,5,1,0
81114,6,0,7,0,0,3,0,0,2,1,0,0
3639,2,0,6,0,0,0,1,0,1,2,0,1
76835,5,0,3,8,0,2,0,3,10,5,2,0
74776,2,0,5,4,0,2,0,3,6,4,4,0
87970,0,1,6,0,0,0,1,0,1,7,0,1
50581,5,1,3,7,0,2,0,0,9,5,2,0
26547,4,1,5,1,0,2,0,3,2,6,1,1
1337,10,0,0,7,0,0,0,0,9,0,0,0
59650,8,0,5,7,0,2,0,0,9,5,4,0
70095,8,0,1,8,0,1,0,0,10,2,1,0
15293,6,0,7,0,0,3,0,0,10,1,0,0
148992,8,2,7,0,0,2,0,0,7,1,0,0
103930,0,0,5,1,0,0,0,0,2,1,1,1
109810,8,0,0,5,0,0,0,0,7,1,1,0
62981,9,0,5,0,0,0,0,0,0,0,0,0
31851,9,0,1,1,0,0,0,0,2,4,1,0
92833,8,0,3,5,0,1,0,0,7,5,2,0
77223,9,1,3,4,0,0,0,0,6,3,2,0
3201,5,0,5,2,0,1,1,2,4,1,4,1
70026,8,0,3,5,0,1,0,1,7,1,2,0
70621,4,0,7,0,0,1,0,0,2,2,0,0
149214,8,1,2,5,0,1,0,0,7,4,1,1
14068,2,0,1,5,0,0,0,2,7,1,1,0
63797,0,0,1,1,0,0,0,0,2,1,1,0
83004,10,0,1,6,0,1,0,0,8,1,1,0
2654,6,0,1,8,0,1,0,0,10,1,1,0
94883,10,0,0,0,0,0,0,0,0,0,0,0
44475,8,0,6,0,0,0,0,0,0,0,0,0
101154,5,0,1,0,0,0,0,0,2,6,1,0
135832,8,0,7,0,0,1,0,1,6,5,0,0
6451,7,0,1,7,0,0,0,0,9,1,1,0
63776,8,0,3,6,0,0,0,1,8,2,2,0
40036,9,0,1,4,0,2,0,0,6,1,1,0
106084,6,0,1,7,0,1,0,0,9,1,1,0
61536,6,0,3,7,0,1,0,3,9,1,2,0
70429,0,0,5,2,0,1,0,2,4,4,4,0
149405,4,0,1,8,0,1,0,2,10,1,1,0
146584,4,0,3,3,0,1,0,0,5,1,2,0
52390,0,0,4,4,0,1,0,1,6,2,3,0
136299,8,0,3,5,0,2,0,1,7,2,2,0
66373,2,2,5,1,0,1,0,3,2,7,4,0
